1  0 line  0  0  0 20  20.00  46.10
1  1 line 19  0 19  8   8.00  46.10
1  2 line  0 20 19  8  22.47  46.10
1  3 line  0 20  8 42  23.41  46.10
1  4 line 19  8  8 42  35.74  46.10
1  0 line  0  0  0 12  12.00  37.66
1  1 line  7  0  7  7   7.00  37.66
1  2 line  0 12  7  7   8.60  37.66
1  3 line  0 12  1 35  23.02  37.66
1  4 line  7  7  5 30  23.09  37.66
1  5 line  1 35  2 37   2.24  37.66
1  6 line  2 37  5 30   7.62  37.66
1  0 line  0  0  0 20  20.00  43.05
1  1 line 19  0 20 11  11.05  43.05
1  2 line  0 20 20 11  21.93  43.05
1  3 line  0 20  0 37  17.00  43.05
1  4 line 20 11 22 22  11.18  43.05
1  5 line  0 37 22 22  26.63  43.05
1  0 line  0  0  0  7   7.00  25.00
1  1 line  6  0  6  7   7.00  25.00
1  2 line  0  7  6  7   6.00  25.00
1  3 line  0  7  1 24  17.03  25.00
1  4 line  6  7  7 24  17.03  25.00
1  5 line  1 24  2 24   1.00  25.00
1  6 line  2 24  7 24   5.00  25.00
1  0 line  0  0  0  7   7.00  40.00
1  1 line 21  0 22 11  11.05  40.00
1  2 line  0  7 22 11  22.36  40.00
1  3 line  0  7  2 15   8.25  40.00
1  4 line 22 11 24 32  21.10  40.00
1  5 line  2 15 24 32  27.80  40.00
1  0 line  0  0  0  6   6.00  26.00
1  1 line 10  0 10  7   7.00  26.00
1  2 line  0  6 10  7  10.05  26.00
1  3 line  0  6  1 13   7.07  26.00
1  4 line 10  7  9 24  17.03  26.00
1  5 line  1 13  5 22   9.85  26.00
1  6 line  5 22  9 24   4.47  26.00
1  0 line  0  0  0 22  22.00  41.59
1  1 line 18  0 19 11  11.05  41.59
1  2 line  0 22 19 11  21.95  41.59
1  3 line  0 22  1 37  15.03  41.59
1  4 line 19 11 17 30  19.10  41.59
1  5 line  1 37 17 30  17.46  41.59
1  0 line  0  0  0 24  24.00  49.74
1  1 line 24  0 25 17  17.03  49.74
1  2 line  0 24 25 17  25.96  49.74
1  3 line  0 24  2 34  10.20  49.74
1  4 line 25 17 24 40  23.02  49.74
1  5 line  2 34  9 43  11.40  49.74
1  6 line  9 43 24 40  15.30  49.74
1  0 line  0  0  0 10  10.00  32.53
1  1 line 23  0 23 14  14.00  32.53
1  2 line  0 10 23 14  23.35  32.53
1  3 line  0 10 13 23  18.38  32.53
1  4 line 23 14 13 23  13.45  32.53
1  0 line  0  0  0 15  15.00  37.48
1  1 line 25  0 27  9   9.22  37.48
1  2 line  0 15 27  9  27.66  37.48
1  3 line  0 15 23 26  25.50  37.48
1  4 line 27  9 23 26  17.46  37.48
1  0 line  0  0  0 18  18.00  29.55
1  1 line 10  0 12 18  18.11  29.55
1  2 line  0 18 12 18  12.00  29.55
1  3 line  0 18  4 27   9.85  29.55
1  4 line 12 18  4 27  12.04  29.55
1  0 line  0  0  0 11  11.00  28.46
1  1 line  8  0  9  9   9.06  28.46
1  2 line  0 11  9  9   9.22  28.46
1  3 line  0 11  2 27  16.12  28.46
1  4 line  9  9  9 22  13.00  28.46
1  5 line  2 27  9 22   8.60  28.46
1  0 line  0  0  0 19  19.00  49.74
1  1 line 23  0 25 20  20.10  49.74
1  2 line  0 19 25 20  25.02  49.74
1  3 line  0 19  0 40  21.00  49.74
1  4 line 25 20 23 43  23.09  49.74
1  5 line  0 40  6 42   6.32  49.74
1  6 line  6 42 23 43  17.03  49.74
1  0 line  0  0  0 19  19.00  38.83
1  1 line  8  0  8  7   7.00  38.83
1  2 line  0 19  8  7  14.42  38.83
1  3 line  0 19  2 37  18.11  38.83
1  4 line  8  7  6 30  23.09  38.83
1  5 line  2 37  2 38   1.00  38.83
1  6 line  2 38  6 30   8.94  38.83
1  0 line  0  0  0 12  12.00  40.50
1  1 line 11  0 12 17  17.03  40.50
1  2 line  0 12 12 17  13.00  40.50
1  3 line  0 12  1 34  22.02  40.50
1  4 line 12 17 14 38  21.10  40.50
1  5 line  1 34 14 38  13.60  40.50
1  0 line  0  0  0 20  20.00  49.66
1  1 line 19  0 21 14  14.14  49.66
1  2 line  0 20 21 14  21.84  49.66
1  3 line  0 20 20 45  32.02  49.66
1  4 line 21 14 20 45  31.02  49.66
1  0 line  0  0  0  8   8.00  35.90
1  1 line  6  0  8 11  11.18  35.90
1  2 line  0  8  8 11   8.54  35.90
1  3 line  0  8  2 27  19.10  35.90
1  4 line  8 11  8 29  18.00  35.90
1  5 line  2 27  8 35  10.00  35.90
1  6 line  8 35  8 29   6.00  35.90
1  0 line  0  0  0 13  13.00  33.96
1  1 line  6  0  8 11  11.18  33.96
1  2 line  0 13  8 11   8.25  33.96
1  3 line  0 13  1 33  20.02  33.96
1  4 line  8 11  8 20   9.00  33.96
1  5 line  1 33  8 20  14.76  33.96
1  0 line  0  0  0 19  19.00  46.62
1  1 line 17  0 18 14  14.04  46.62
1  2 line  0 19 18 14  18.68  46.62
1  3 line  0 19  1 35  16.03  46.62
1  4 line 18 14 16 33  19.10  46.62
1  5 line  1 35 14 43  15.26  46.62
1  6 line 14 43 16 33  10.20  46.62
1  0 line  0  0  0 25  25.00  48.38
1  1 line 13  0 14 26  26.02  48.38
1  2 line  0 25 14 26  14.04  48.38
1  3 line  0 25  1 46  21.02  48.38
1  4 line 14 26 15 38  12.04  48.38
1  5 line  1 46 15 38  16.12  48.38
1  0 line  0  0  0 10  10.00  36.36
1  1 line 17  0 19 11  11.18  36.36
1  2 line  0 10 19 11  19.03  36.36
1  3 line  0 10  1 24  14.04  36.36
1  4 line 19 11 18 17   6.08  36.36
1  5 line  1 24  9 31  10.63  36.36
1  6 line  9 31 18 17  16.64  36.36
1  0 line  0  0  0  7   7.00  26.25
1  1 line 18  0 19 11  11.05  26.25
1  2 line  0  7 19 11  19.42  26.25
1  3 line  0  7  0 16   9.00  26.25
1  4 line 19 11 20 17   6.08  26.25
1  5 line  0 16 20 17  20.02  26.25
1  0 line  0  0  0 13  13.00  27.46
1  1 line 13  0 15 10  10.20  27.46
1  2 line  0 13 15 10  15.30  27.46
1  3 line  0 13  3 23  10.44  27.46
1  4 line 15 10  3 23  17.69  27.46
1  0 line  0  0  0  6   6.00  32.02
1  1 line 19  0 20 10  10.05  32.02
1  2 line  0  6 20 10  20.40  32.02
1  3 line  0  6  1 21  15.03  32.02
1  4 line 20 10 18 25  15.13  32.02
1  5 line  1 21 18 25  17.46  32.02
1  0 line  0  0  0 11  11.00  35.38
1  1 line 24  0 24 12  12.00  35.38
1  2 line  0 11 24 12  24.02  35.38
1  3 line  0 11  2 23  12.17  35.38
1  4 line 24 12 24 26  14.00  35.38
1  5 line  2 23 24 26  22.20  35.38
1  0 line  0  0  0 17  17.00  44.94
1  1 line 22  0 24 20  20.10  44.94
1  2 line  0 17 24 20  24.19  44.94
1  3 line  0 17  1 38  21.02  44.94
1  4 line 24 20  1 38  29.21  44.94
1  0 line  0  0  0 25  25.00  49.24
1  1 line 21  0 22  6   6.08  49.24
1  2 line  0 25 22  6  29.07  49.24
1  3 line  0 25  2 43  18.11  49.24
1  4 line 22  6 24 13   7.28  49.24
1  5 line  2 43 24 13  37.20  49.24
1  0 line  0  0  0 13  13.00  40.85
1  1 line 14  0 14 17  17.00  40.85
1  2 line  0 13 14 17  14.56  40.85
