-0.00500942,-0.00096371,0.00057277,0.00862299,0.00566678,0.00130194,-0.00063136,0.00012990,-0.00004828,0.00776178,-0.00122644,0.00044992,-0.00451854,-0.00088952,0.00048922,0.00061139,0.00045307,0.00059032,0.00004335,0.00007839,-0.00001933,-0.00039585,-0.00000710,0.00018808,0.00513333,0.01040016,0.00064639,0.00787095,0.00463118,0.00096310,0.00009164,0.00043831,D
0.00490517,0.00120913,-0.00064860,0.00473704,0.00316629,0.00081919,-0.00057235,-0.00001515,0.00002336,0.00270570,0.00211034,0.00043943,0.00070818,0.00015520,-0.00008724,-0.00027757,-0.00017861,-0.00003448,0.00000421,-0.00001036,0.00000512,-0.00036115,0.00023834,-0.00000075,0.00509346,0.00575639,0.00057303,0.00345940,0.00073022,0.00033186,0.00001230,0.00043271,D
-0.00239286,-0.00021588,0.00013630,0.00302789,0.00121153,0.00033612,-0.00044940,0.00001708,0.00004682,0.00286819,0.00151946,0.00031792,-0.00235420,-0.00045968,0.00025319,-0.00055134,-0.00063057,-0.00015583,0.00003966,0.00001040,0.00000757,0.00005242,-0.00019061,-0.00003920,0.00240645,0.00327855,0.00045215,0.00326135,0.00241199,0.00085198,0.00004170,0.00020153,D
-0.00139426,-0.00024179,0.00005613,0.00118226,0.00057489,0.00022497,-0.00047948,-0.00004954,0.00010383,0.00117103,0.00065191,0.00021602,0.00031206,-0.00000810,-0.00002505,-0.00057676,-0.00019895,-0.00003473,-0.00000940,-0.00002082,0.00001782,-0.00053036,-0.00027111,-0.00003184,0.00141618,0.00133373,0.00049308,0.00135756,0.00031317,0.00061110,0.00002897,0.00059649,D
-0.00015644,-0.00000410,0.00002252,0.00158539,0.00063024,0.00009390,-0.00030293,0.00009733,0.00006506,0.00157864,0.00066004,0.00009109,0.00019965,0.00003834,-0.00000542,0.00006502,0.00000893,-0.00002114,0.00002847,0.00002369,-0.00000625,0.00006574,0.00000131,-0.00002015,0.00015811,0.00170865,0.00032477,0.00171350,0.00020337,0.00006895,0.00003756,0.00006877,D
-0.00003197,0.00002714,0.00001624,0.00148215,0.00073159,0.00006539,0.00036948,0.00014128,-0.00005380,0.00147526,0.00074975,0.00006318,0.00004015,0.00001008,-0.00000203,-0.00003330,0.00003269,-0.00000920,0.00021691,0.00001418,-0.00003834,-0.00003335,0.00002894,-0.00000900,0.00004497,0.00165417,0.00039921,0.00165605,0.00004145,0.00004757,0.00022072,0.00004506,D
0.00003288,0.00000232,0.00002439,0.00115004,0.00070915,0.00007876,0.00133639,0.00030305,-0.00003738,0.00113784,0.00071846,0.00007608,0.00002092,-0.00000801,0.00000263,-0.00010713,-0.00000724,0.00000431,0.00031191,0.00005218,0.00000530,-0.00010885,-0.00001010,0.00000416,0.00004100,0.00135340,0.00137083,0.00134783,0.00002255,0.00010746,0.00031629,0.00010939,D
0.00014598,0.00029081,0.00002747,0.00125729,0.00090158,0.00006047,0.00262813,0.00058219,-0.00014158,0.00124606,0.00090983,0.00005810,0.00007069,0.00018031,0.00000193,0.00006703,0.00012027,-0.00001143,0.00080734,0.00017447,-0.00006513,0.00006764,0.00011961,-0.00001123,0.00032655,0.00154832,0.00269556,0.00154397,0.00019368,0.00013816,0.00082854,0.00013787,D
-0.00198454,-0.00027907,0.00003833,0.00007290,0.00034662,0.00007113,0.00127632,0.00059183,0.00001889,0.00006318,0.00034621,0.00006935,-0.00045330,-0.00012125,0.00000231,-0.00025200,-0.00011808,0.00000227,-0.00028762,0.00000205,0.00003414,-0.00025168,-0.00011992,0.00000239,0.00200443,0.00036128,0.00140698,0.00035870,0.00046924,0.00027830,0.00028965,0.00027880,D
-0.00160139,0.00008194,0.00005941,-0.00026848,0.00028159,0.00004379,0.00062737,0.00050451,-0.00013615,-0.00027520,0.00028334,0.00004266,0.00025543,0.00024067,0.00001405,-0.00022759,-0.00004336,-0.00001823,-0.00043263,-0.00005821,-0.00010336,-0.00022559,-0.00004191,-0.00001779,0.00160459,0.00039152,0.00081649,0.00039729,0.00035123,0.00023239,0.00044860,0.00023014,D
-0.00115178,0.00001791,0.00004795,-0.00020184,0.00012097,0.00002577,-0.00030668,0.00040814,-0.00024189,-0.00020756,0.00012034,0.00002474,0.00009566,-0.00001362,-0.00000244,0.00001418,-0.00003417,-0.00000383,-0.00019873,-0.00002051,-0.00002250,0.00001439,-0.00003468,-0.00000381,0.00115292,0.00023672,0.00056493,0.00024119,0.00009666,0.00003720,0.00020105,0.00003774,D
0.00068018,0.00048730,0.00003784,-0.00006211,0.00008277,0.00002801,-0.00009990,0.00033969,-0.00007005,-0.00006966,0.00007954,0.00002657,0.00011743,0.00003009,-0.00000065,0.00000896,-0.00000245,0.00000014,0.00001326,-0.00000439,0.00001102,0.00000884,-0.00000262,0.00000012,0.00083758,0.00010721,0.00036094,0.00010902,0.00012123,0.00000929,0.00001778,0.00000922,D
0.00039025,0.00035216,0.00003573,0.00005121,0.00002240,0.00003277,-0.00027662,0.00035059,-0.00003807,0.00004204,0.00001693,0.00003091,-0.00018121,-0.00008446,-0.00000132,0.00007083,-0.00003773,0.00000297,-0.00011045,0.00000681,0.00001999,0.00006981,-0.00003913,0.00000271,0.00052687,0.00006479,0.00044820,0.00005486,0.00019993,0.00008031,0.00011246,0.00008008,D
